step,elapsed_min,penalty_weight,train_acc,avg_loss,current_acc,current_pred_ones,ema_acc,ema_pred_ones,selected_acc,selected_pred_ones,selected_tag,is_best,best_acc,best_step,best_tag,total
25,5.506000777085622,0.375,0.4831730769230769,4.8940313500165935,0.521600066461743,22970,0.5360139569660214,12679,0.5360139569660214,12679,ema,True,0.5360139569660214,25,ema,24074
50,11.010322264830272,0.75,0.435,9.009258507490157,0.5237185345185678,20749,0.536720112984963,20944,0.536720112984963,20944,ema,True,0.536720112984963,50,ema,24074
75,16.510013882319132,1.125,0.6225,6.993601069450379,0.496469219905292,8613,0.536553958627565,18648,0.536553958627565,18648,ema,False,0.536720112984963,50,ema,24074
100,22.014449218908947,1.5,0.5525,15.168737807273864,0.5090138738888428,22295,0.5245493063055578,16247,0.5245493063055578,16247,ema,False,0.536720112984963,50,ema,24074
125,27.519776395956676,1.875,0.52,16.886155352592468,0.49513998504610784,19405,0.5148292763977735,18737,0.5148292763977735,18737,ema,False,0.536720112984963,50,ema,24074
150,33.03120613495509,2.25,0.505,15.785127936601638,0.47989532275483926,14860,0.5003738473041456,17295,0.5003738473041456,17295,ema,False,0.536720112984963,50,ema,24074
175,38.55704429546992,2.625,0.5725,13.060354363918304,0.49439229043781674,20315,0.4944753676165157,17497,0.4944753676165157,17497,ema,False,0.536720112984963,50,ema,24074
200,44.09904416799545,3.0,0.5375,30.686319915652277,0.48874304228628396,15281,0.492606131095788,17338,0.492606131095788,17338,ema,False,0.536720112984963,50,ema,24074
225,49.64216031630834,3.0,0.5275,23.920474323034288,0.49231536097034145,16331,0.4919415136661959,16594,0.49231536097034145,16331,current,False,0.536720112984963,50,ema,24074
250,55.18939975102742,3.0,0.515,23.3631848526001,0.4911522804685553,17259,0.49119381905790477,16864,0.49119381905790477,16864,ema,False,0.536720112984963,50,ema,24074
275,60.73545949061712,3.0,0.595,21.50550001382828,0.49131843482595333,17489,0.49165074354074934,17099,0.49165074354074934,17099,ema,False,0.536720112984963,50,ema,24074
