step,elapsed_min,penalty_weight,train_acc,avg_loss,current_acc,current_pred_ones,ema_acc,ema_pred_ones,selected_acc,selected_pred_ones,selected_tag,is_best,best_acc,best_step,best_tag,total
25,5.529148530960083,0.375,0.5,4.797953245639801,0.4788983966104511,868,0.42510592340284126,12775,0.4788983966104511,868,current,True,0.4788983966104511,25,current,24074
50,11.030987433592479,0.75,0.5625,11.505049195438623,0.44504444629060397,5583,0.4490321508681565,3877,0.4490321508681565,3877,ema,False,0.4788983966104511,25,current,24074
75,16.56873967250188,1.125,0.51,7.406326211690903,0.44554290936279806,7831,0.438065963279887,6717,0.44554290936279806,7831,current,False,0.4788983966104511,25,current,24074
100,22.110685312747954,1.5,0.4725,17.81056359887123,0.45513832350253386,7414,0.4438398271994683,6858,0.45513832350253386,7414,current,False,0.4788983966104511,25,current,24074
125,27.657109181086224,1.875,0.5925,19.347073533535003,0.45858602641854285,4773,0.4496552297083991,5454,0.45858602641854285,4773,current,False,0.4788983966104511,25,current,24074
150,33.189728411038715,2.25,0.5,20.37497776031494,0.4737060729417629,13605,0.4534352413392041,7319,0.4737060729417629,13605,current,False,0.4788983966104511,25,current,24074
175,38.724847769737245,2.625,0.53,22.28619309902191,0.4912353576472543,16511,0.4665198969842984,11016,0.4912353576472543,16511,current,True,0.4912353576472543,175,current,24074
200,44.256474200884504,3.0,0.5475,27.22101944923401,0.49243997673838996,14174,0.4789399351998006,12951,0.49243997673838996,14174,current,True,0.49243997673838996,200,current,24074
225,49.796260527769725,3.0,0.55,23.80346387386322,0.49219074520229295,11822,0.48346764143889676,12808,0.49219074520229295,11822,current,False,0.49243997673838996,200,current,24074
250,55.33343872626622,3.0,0.515,23.63938151359558,0.49227382238099193,11424,0.4869153443549057,12317,0.49227382238099193,11424,current,False,0.49243997673838996,200,current,24074
275,60.86904544432958,3.0,0.5575,25.829409217834474,0.49156766636205035,12217,0.489158428179779,12197,0.49156766636205035,12217,current,False,0.49243997673838996,200,current,24074
